Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS16795,N900_RS16795,0.819769475,-0.41445,3.6613,6h_st,6h,st,6h_SI3,6h,SI3,4.07575
N900_RS16800,GNAT family N-acetyltransferase_5,1.3204412333333335,-0.26047,4.9415,6h_st,6h,st,3h_st,3h,st,5.201969999999999
N900_RS16805,N900_RS16805,-0.147759885,-1.9441,2.725,24h_st,24h,st,12h_SI2,12h,SI2,4.6691
N900_RS16810,N900_RS16810,0.7120209083333332,-0.91403,3.9278,6h_SI4,6h,SI4,1h_SI1,1h,SI1,4.84183
N900_RS16815,N900_RS16815,1.0493633000000002,-0.74401,6.0943,1h_SI1,1h,SI1,12h_SI1,12h,SI1,6.83831
N900_RS16820,N900_RS16820,0.5145647466666666,-0.84706,3.4173,3h_st,3h,st,6h_SI4,6h,SI4,4.26436
N900_RS16825,N900_RS16825,1.01404875,-0.66336,5.424,12h_SI4,12h,SI4,3h_SI5,3h,SI5,6.08736
N900_RS16830,N900_RS16830,1.1980699833333333,-0.94019,3.9891,1h_SI9,1h,SI9,3h_st,3h,st,4.92929
N900_RS16835,treP,0.7296224666666666,-0.61527,4.1667,1h_st,1h,st,6h_SI1,6h,SI1,4.781969999999999
N900_RS16840,ccpA,-0.06123888333333335,-1.5799,3.9485,1h_SI1,1h,SI1,3h_SI3,3h,SI3,5.5284
N900_RS16845,scrB,-0.251349886,-1.5466,3.8156,3h_SI1,3h,SI1,3h_SI2,3h,SI2,5.3622
N900_RS16850,aminoimidazole riboside kinase,0.13354021666666666,-1.1207,3.2724,3h_SI5,3h,SI5,3h_st,3h,st,4.3931000000000004
N900_RS16855,glpD,0.6496473833333333,-0.79936,3.3945,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.19386
N900_RS16860,aer_1,1.1111448666666663,-0.68545,5.2558,3h_SI1,3h,SI1,6h_SI1,6h,SI1,5.94125
N900_RS16865,pal_2,0.8230022889999999,-0.77208,4.4384,12h_SI1,12h,SI1,6h_SI1,6h,SI1,5.21048
N900_RS16870,fkpA_2,0.95234514,-0.55698,3.956,6h_SI8,6h,SI8,1h_ce,1h,ce,4.51298
N900_RS16875,beta-phosphoglucomutase family hydrolase,0.43112399516666666,-1.1501,2.9659,12h_st,12h,st,3h_SI4,3h,SI4,4.116
N900_RS16880,methyl-accepting chemotaxis protein_23,0.8277599333333333,-1.0161,3.6504,1h_ce,1h,ce,6h_SI2,6h,SI2,4.6665
N900_RS16885,N900_RS16885,0.11723854,-1.4426,4.5481,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.9907
N900_RS16890,dcuC,1.5143455833333335,-0.22815,4.5966,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.82475
N900_RS16895,L-serine ammonia-lyase,0.47370339999999994,-1.0394,3.4005,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.4399
N900_RS16900,sglT,1.1976677166666667,-0.33342,5.1654,1h_SI4,1h,SI4,6h_SI1,6h,SI1,5.49882
N900_RS16905,yjhB,0.36280053333333334,-1.3162,4.9664,24h_ce,24h,ce,3h_st,3h,st,6.2826
N900_RS16915,N900_RS16915,0.09244401666666667,-1.7849,2.8359,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.6208
N900_RS16925,vraR,1.3537463500000004,-0.88984,4.7591,12h_SI8,12h,SI8,3h_SI2,3h,SI2,5.64894
N900_RS16930,narQ,1.5310223133333334,-0.69866,6.2865,1h_SI8,1h,SI8,12h_SI1,12h,SI1,6.9851600000000005
N900_RS16935,napF,-0.027393087333333337,-1.6836,5.0861,24h_st,24h,st,6h_st,6h,st,6.7697
N900_RS16940,mycothiol reductase,0.7413755,-0.79871,4.1751,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.973809999999999
N900_RS16945,napA,1.442234565,-0.0011471,4.6641,3h_SI4,3h,SI4,1h_st,1h,st,4.6652471
N900_RS16950,nitrate reductase cytochrome c-type subunit,-0.6916463233333334,-3.2206,2.5105,3h_SI7,3h,SI7,1h_ce,1h,ce,5.7311
N900_RS16960,N900_RS16960,-0.4783887333333333,-2.6155,3.4112,12h_SI6,12h,SI6,12h_SI1,12h,SI1,6.0267
N900_RS16965,VC_A0681_BLAST,0.6569156833333333,-0.92262,3.1571,6h_st,6h,st,3h_SI1,3h,SI1,4.07972
N900_RS16970,uhpA,0.33793890000000004,-1.2807,4.6478,6h_SI7,6h,SI7,3h_st,3h,st,5.9285
N900_RS16975,uhpB,1.428461016666667,-0.27163,5.0125,6h_SI4,6h,SI4,6h_SI1,6h,SI1,5.28413
N900_RS16980,uhpT,0.9171101400000001,-0.67358,3.9435,3h_st,3h,st,6h_SI4,6h,SI4,4.61708
N900_RS16985,HI_0131_BLAST,0.08490835000000001,-1.3763,3.2174,3h_SI1,3h,SI1,1h_ce,1h,ce,4.5937
N900_RS16990,fbpB,1.1150698999999997,-0.26583,4.2786,3h_SI1,3h,SI1,6h_SI3,6h,SI3,4.54443
N900_RS16995,fbpc,0.7874967783333333,-0.71548,3.3391,3h_st,3h,st,6h_ce,6h,ce,4.0545800000000005
N900_RS17000,phaC,0.7301350666666667,-0.6329,3.0825,1h_st,1h,st,3h_SI2,3h,SI2,3.7154
N900_RS17005,N900_RS17005,-0.2128434833333333,-1.9184,3.7991,12h_ce,12h,ce,3h_SI2,3h,SI2,5.7175
N900_RS17010,phaA,0.9555229716666667,-0.30916,4.1748,6h_SI9,6h,SI9,1h_SI1,1h,SI1,4.483960000000001
N900_RS17015,fabG_2,1.4564766366666668,-0.99982,4.9421,1h_SI2,1h,SI2,6h_SI3,6h,SI3,5.94192
N900_RS17020,secF_2,0.4510270333333334,-1.3879,5.2361,6h_ce,6h,ce,12h_SI1,12h,SI1,6.6240000000000006
N900_RS17025,secD_2,0.38863711666666667,-1.1773,3.8037,12h_st,12h,st,3h_SI3,3h,SI3,4.981
N900_RS17030,N900_RS17030,0.007091439999999995,-1.8932,3.5699,12h_SI3,12h,SI3,24h_st,24h,st,5.4631
N900_RS17035,N900_RS17035,0.8191599833333333,-0.80078,3.4977,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.29848
N900_RS17040,diguanylate cyclase_5,1.2453789833333333,-0.3071,5.1603,1h_SI6,1h,SI6,3h_SI3,3h,SI3,5.4674000000000005
N900_RS17045,glgC_2,0.9113801733333333,-0.85677,4.0223,6h_st,6h,st,12h_st,12h,st,4.8790700000000005
N900_RS17050,endo I_2,0.7258463333333333,-0.69464,3.6224,12h_st,12h,st,3h_st,3h,st,4.3170399999999995
N900_RS17055,yqhD,1.3934193333333331,-0.12136,5.1667,1h_SI7,1h,SI7,6h_ce,6h,ce,5.28806
N900_RS17060,lysoplasmalogenase_2,-0.4242432066666667,-2.0285,2.2069,6h_ce,6h,ce,24h_SI3,24h,SI3,4.2354
N900_RS17065,sigma-54-dependent Fis family transcriptional regulator,0.15059276666666666,-1.2004,2.7267,12h_st,12h,st,3h_SI1,3h,SI1,3.9271000000000003
N900_RS17070,sasA_10,0.849038285,-0.66803,3.9104,6h_SI4,6h,SI4,3h_SI4,3h,SI4,4.57843
N900_RS17075,ABC transporter substrate-binding protein_11,0.053395615000000014,-1.7783,2.5907,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.369
N900_RS17080,uhpC_2,0.7357802000000001,-1.1174,3.8125,6h_ce,6h,ce,3h_st,3h,st,4.9299
N900_RS17085,pykA_2,0.9199283349999999,-0.3013,4.3186,3h_co,3h,co,6h_st,6h,st,4.6199
N900_RS17090,torS,0.18125172333333334,-1.4573,2.6676,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.1249
N900_RS17095,torT,0.9537390833333333,-0.15005,4.4348,3h_SI9,3h,SI9,6h_SI1,6h,SI1,4.58485
N900_RS17100,mgsA,0.7573752716666668,-0.9919,3.4278,3h_SI9,3h,SI9,6h_st,6h,st,4.4197
N900_RS17105,pncA,0.0048669499999999906,-2.0468,2.9062,3h_SI8,3h,SI8,6h_SI1,6h,SI1,4.953
N900_RS17110,dgkA,0.05298613333333333,-1.2894,3.6196,6h_st,6h,st,3h_SI5,3h,SI5,4.909000000000001
N900_RS17115,cytochrome b_2,1.335402983333333,-0.50459,4.2721,12h_SI2,12h,SI2,3h_SI2,3h,SI2,4.77669
N900_RS17120,cytochrome b_1,0.8508257406666666,-0.44336,4.2295,3h_SI4,3h,SI4,3h_st,3h,st,4.67286
N900_RS17125,helD,1.08539545,-1.8971,4.327,1h_SI7,1h,SI7,24h_st,24h,st,6.2241
N900_RS17130,yccS,0.07926474999999995,-1.669,4.4391,12h_SI3,12h,SI3,6h_ce,6h,ce,6.1081
N900_RS17135,zraS,0.36174102499999994,-0.77758,3.2494,6h_st,6h,st,12h_SI2,12h,SI2,4.02698
N900_RS17140,guanylate cyclase,-0.3868595,-1.5386,2.2391,24h_co,24h,co,6h_SI3,6h,SI3,3.7777000000000003
N900_RS17145,N900_RS17145,0.7030250333333334,-2.609,4.1445,1h_SI3,1h,SI3,24h_SI1,24h,SI1,6.7535
N900_RS17150,N900_RS17150,-0.7846704,-2.6707,2.5988,12h_SI4,12h,SI4,1h_SI1,1h,SI1,5.269500000000001
N900_RS17155,hydroxymethylglutaryl-CoA reductase,1.2817511833333335,-0.33346,4.9465,1h_SI8,1h,SI8,3h_SI4,3h,SI4,5.27996
N900_RS17160,modC,0.29395718,-1.5682,3.5798,3h_SI9,3h,SI9,3h_SI2,3h,SI2,5.148
N900_RS17165,modB,0.4785044333333335,-0.83515,3.6116,24h_SI9,24h,SI9,3h_SI1,3h,SI1,4.44675
N900_RS17170,modA,1.083801783333333,-0.47467,4.7104,12h_SI6,12h,SI6,3h_SI1,3h,SI1,5.18507
N900_RS17175,cobQ,0.9838760250000002,-1.1049,4.5436,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.648499999999999
N900_RS17180,DNA recombination protein RecF,0.40117316666666664,-1.2621,2.8585,3h_SI9,3h,SI9,3h_SI2,3h,SI2,4.1206
N900_RS17185,N900_RS17185,0.5620081033333334,-1.7638,4.0633,3h_SI9,3h,SI9,1h_ce,1h,ce,5.8271
N900_RS17190,N900_RS17190,0.3306763333333333,-2.9532,5.0123,3h_SI9,3h,SI9,3h_SI3,3h,SI3,7.9655
N900_RS17195,N900_RS17195,1.0411199666666664,-0.055506,4.76,1h_SI8,1h,SI8,3h_SI4,3h,SI4,4.815506
N900_RS17200,NirD/YgiW/YdeI family stress tolerance protein,1.1170059,-0.37917,3.2817,12h_st,12h,st,3h_SI1,3h,SI1,3.66087
N900_RS17205,N900_RS17205,0.8893727666666664,-2.313,6.1177,12h_SI8,12h,SI8,3h_SI1,3h,SI1,8.4307
N900_RS17210,N900_RS17210,1.2762096333333335,-0.15081,4.5136,1h_ce,1h,ce,6h_SI2,6h,SI2,4.66441
N900_RS17215,flagellar brake protein,-0.21507065,-2.5255,4.5015,12h_SI4,12h,SI4,1h_ce,1h,ce,7.027
N900_RS17220,luxQ,1.182231666666667,-0.56745,4.5966,24h_SI9,24h,SI9,12h_SI2,12h,SI2,5.16405
N900_RS17225,luxp,0.7303537966666667,-1.1726,3.9362,1h_SI5,1h,SI5,6h_ce,6h,ce,5.1088000000000005
N900_RS17230,traf,0.7390442776666668,-0.69807,2.8957,1h_st,1h,st,3h_SI4,3h,SI4,3.59377
N900_RS17235,VC_A0740_BLAST,1.0040837166666667,-0.51741,4.1299,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.64731
N900_RS17240,N900_RS17240,-0.77394005,-2.5171,3.0223,12h_SI4,12h,SI4,6h_SI2,6h,SI2,5.5394000000000005
N900_RS17245,tmaR_BLAST,0.7025685183333331,-0.8223,3.5791,1h_ce,1h,ce,6h_SI1,6h,SI1,4.4014
N900_RS17250,N900_RS17250,1.2560773666666667,-0.47987,4.4691,3h_co,3h,co,3h_SI5,3h,SI5,4.94897
N900_RS17255,membrane protein_8,0.052410633333333324,-1.5,2.9245,3h_SI5,3h,SI5,1h_st,1h,st,4.4245
N900_RS17260,glpK,0.6003520166666666,-1.1748,4.5069,12h_SI7,12h,SI7,3h_st,3h,st,5.6817
N900_RS17265,glpF,0.6165837333333333,-2.6402,5.4468,12h_SI8,12h,SI8,12h_SI1,12h,SI1,8.087
N900_RS17275,glpA,-0.3773540166666666,-2.0955,2.7264,1h_SI1,1h,SI1,3h_SI1,3h,SI1,4.821899999999999
N900_RS17280,glpB,0.11840099999999999,-1.1294,3.446,24h_SI9,24h,SI9,3h_SI3,3h,SI3,4.5754
N900_RS17285,glpC,-0.6903858499999999,-2.0003,2.173,6h_st,6h,st,3h_SI2,3h,SI2,4.1733
N900_RS17290,fabH2,0.7739016166666669,-0.77547,4.1364,3h_co,3h,co,1h_SI1,1h,SI1,4.91187
N900_RS17295,trxC,1.2598175171666666,-0.99765,5.2795,1h_co,1h,co,1h_st,1h,st,6.27715
N900_RS17300,ycaD,1.206657616666667,-0.51427,4.1052,12h_st,12h,st,6h_SI4,6h,SI4,4.61947
N900_RS17305,lipase,0.5709671833333335,-0.98955,3.6409,6h_co,6h,co,6h_st,6h,st,4.63045
N900_RS17320,N900_RS17320,0.3061075650000001,-0.98749,3.5751,6h_st,6h,st,3h_st,3h,st,4.56259
N900_RS17325,lysr_5,1.30877688,-0.1414,5.1719,1h_SI5,1h,SI5,3h_SI3,3h,SI3,5.3133
N900_RS17330,artM,0.3925796,-1.2675,3.824,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.0915
N900_RS17335,artQ,1.0318918499999998,-0.92565,3.8465,1h_co,1h,co,3h_SI4,3h,SI4,4.77215
N900_RS17340,artI_1,-0.046667466666666664,-1.9376,3.2309,24h_st,24h,st,3h_SI7,3h,SI7,5.1685
N900_RS17345,artP,0.36941128333333334,-1.241,3.3108,6h_SI2,6h,SI2,3h_SI8,3h,SI8,4.5518
N900_RS17355,viaA,1.4686574166666666,-0.95074,4.6164,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.567139999999999
N900_RS17360,ravA,1.2431717499999997,-0.23129,4.2184,6h_st,6h,st,3h_SI5,3h,SI5,4.44969
N900_RS17365,NUDIX hydrolase_2,0.6811701166666667,-0.78218,4.8826,6h_SI5,6h,SI5,6h_SI2,6h,SI2,5.66478
N900_RS17370,ltaE,-0.055477656666666646,-1.4579,2.8178,6h_st,6h,st,3h_SI2,3h,SI2,4.2757000000000005
N900_RS17375,cytochrome c_3,0.2012271,-1.1163,2.4199,12h_st,12h,st,3h_SI3,3h,SI3,3.5362
N900_RS17380,ttgR,1.4613392499999998,-0.59587,4.4839,3h_SI3,3h,SI3,6h_SI1,6h,SI1,5.07977
N900_RS17385,rhlE_4,0.18723543333333337,-1.2224,3.6755,6h_SI2,6h,SI2,12h_SI1,12h,SI1,4.8979
N900_RS17390,acpH,0.8077470708333334,-1.426,4.4622,1h_ce,1h,ce,1h_SI1,1h,SI1,5.8882
N900_RS17400,tyrP,1.1570838300000001,-0.52762,3.5995,1h_SI2,1h,SI2,3h_SI5,3h,SI5,4.12712
N900_RS17405,pctC_3,-0.032300850000000006,-1.2325,4.2403,12h_SI8,12h,SI8,6h_SI2,6h,SI2,5.4728
N900_RS17410,galE,-0.7105207866666666,-4.5677,4.4086,12h_SI8,12h,SI8,1h_st,1h,st,8.9763
N900_RS17415,N900_RS17415,0.20791063333333334,-1.3735,3.7645,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.138
N900_RS17420,pxpA3,0.004307596833333332,7.921e-05,0.097573,6h_SI5,6h,SI5,12h_st,12h,st,0.09749379
N900_RS17425,pxpB,0.6027269683333334,-1.0463,5.068,6h_SI4,6h,SI4,6h_SI2,6h,SI2,6.1143
N900_RS17430,pxpC,0.4106913500000001,-0.91513,3.4087,6h_SI6,6h,SI6,12h_st,12h,st,4.32383
N900_RS17435,FAD-dependent oxidoreductase_2,1.2542238333333335,-0.080534,3.8774,3h_co,3h,co,3h_SI2,3h,SI2,3.9579340000000003
N900_RS17440,ugd,1.2105370000000002,-0.26174,4.7864,6h_st,6h,st,3h_SI6,3h,SI6,5.04814
N900_RS17445,ABC transporter permease_7,0.6328677866666665,-0.72178,3.5048,6h_st,6h,st,3h_st,3h,st,4.22658
N900_RS17450,lolD_2,0.6380340696666668,-1.0085,4.294,1h_st,1h,st,3h_SI2,3h,SI2,5.302499999999999
N900_RS17455,tesA,0.7459913016666666,-1.1253,4.4167,3h_SI7,3h,SI7,3h_SI2,3h,SI2,5.542
N900_RS17460,fabV_2,0.691949085,-0.67547,3.5099,3h_SI4,3h,SI4,12h_SI1,12h,SI1,4.18537
N900_RS17465,sensor domain-containing phosphodiesterase,0.5769836766666666,-1.372,3.7345,6h_SI3,6h,SI3,12h_st,12h,st,5.1065000000000005
N900_RS17480,dnaj,0.16117439000000008,-2.0454,3.834,1h_SI2,1h,SI2,3h_SI2,3h,SI2,5.8794
N900_RS17485,yjdF,1.0515363500000001,-0.65726,4.6891,6h_SI3,6h,SI3,6h_st,6h,st,5.34636
N900_RS17490,N900_RS17490,1.3283790166666667,-0.35622,4.4181,12h_st,12h,st,3h_SI3,3h,SI3,4.7743199999999995
N900_RS17505,Rha family transcriptional regulator,1.4790825833333332,-0.3036,4.9395,3h_SI5,3h,SI5,6h_SI2,6h,SI2,5.2431
N900_RS17510,N900_RS17510,0.5240943333333333,-2.0492,4.2201,1h_SI2,1h,SI2,3h_SI2,3h,SI2,6.2693
N900_RS17515,"resolvase, putative",1.0423008999999999,-0.41253,4.9603,6h_SI7,6h,SI7,3h_SI2,3h,SI2,5.37283
N900_RS17520,transcription initiation factor TFIIIB,0.23671706666666667,-2.1166,3.1143,3h_SI7,3h,SI7,3h_SI8,3h,SI8,5.2309
N900_RS17525,yieH,0.9582375816666666,-0.90131,4.0662,1h_SI7,1h,SI7,3h_SI4,3h,SI4,4.96751
N900_RS17530,N900_RS17530,0.7696543350000001,-0.60461,3.6619,3h_SI1,3h,SI1,6h_SI3,6h,SI3,4.26651
N900_RS17535,creA,1.0667885000000001,-0.60431,4.2276,1h_co,1h,co,12h_SI3,12h,SI3,4.83191
N900_RS17540,gsk_2,1.33893285,-0.45943,5.9925,6h_ce,6h,ce,6h_st,6h,st,6.45193
N900_RS17545,mdoB,1.4922828733333333,-0.056656,4.2972,6h_st,6h,st,3h_SI5,3h,SI5,4.353856
N900_RS17550,vesA,1.496616616666667,-1.1355,4.5367,6h_SI3,6h,SI3,12h_SI1,12h,SI1,5.6722
N900_RS17555,DEAD/DEAH box family ATP-dependent RNA helicase,1.063649216666667,-2.4282,6.1077,1h_SI5,1h,SI5,3h_SI3,3h,SI3,8.5359
N900_RS17560,rnb,-0.2808966833333333,-1.9472,3.3967,1h_SI1,1h,SI1,3h_SI4,3h,SI4,5.3439
N900_RS17565,N900_RS17565,0.759357,-1.7469,5.3842,6h_ce,6h,ce,1h_st,1h,st,7.1311
N900_RS17570,pstS_2,1.1868148250000001,-0.63667,4.5699,1h_SI7,1h,SI7,3h_SI1,3h,SI1,5.206569999999999
N900_RS17575,MaoC family dehydratase,0.5215651666666667,-2.7246,2.8798,6h_SI5,6h,SI5,12h_SI2,12h,SI2,5.6044
N900_RS17580,phrB_1,0.9998710000000001,-0.26857,4.1433,1h_SI5,1h,SI5,3h_SI1,3h,SI1,4.41187
N900_RS17585,gbpA,1.4135446666666667,-0.76527,4.8885,6h_SI6,6h,SI6,3h_SI4,3h,SI4,5.65377
N900_RS17590,peptidase_4,1.3174229849999997,-0.13686,4.6615,1h_SI8,1h,SI8,1h_SI1,1h,SI1,4.798360000000001
N900_RS17595,Bacterial leucyl aminopeptidase_BLAST,0.49667377833333326,-1.0556,4.4349,6h_SI3,6h,SI3,3h_SI2,3h,SI2,5.4905
N900_RS17600,speB,0.4268282466666667,-0.97639,3.9475,6h_SI2,6h,SI2,6h_SI1,6h,SI1,4.92389
N900_RS17605,speA,-0.34985630984999994,-2.0291,3.8426,24h_st,24h,st,3h_SI3,3h,SI3,5.871700000000001
N900_RS17610,mechanosensitive ion channel protein,0.4576205666666667,-0.7909,3.4929,24h_SI8,24h,SI8,3h_SI4,3h,SI4,4.2838
N900_RS17615,mgtE_3,-0.5498134666666668,-3.4771,3.567,6h_co,6h,co,3h_SI1,3h,SI1,7.0441
N900_RS17620,groS_2,0.9049580516666667,-0.47564,4.331,6h_st,6h,st,6h_ce,6h,ce,4.806640000000001
N900_RS17625,groL_2,1.4953056316666666,-0.10164,4.8186,1h_SI6,1h,SI6,6h_ce,6h,ce,4.92024
N900_RS17630,N900_RS17630,1.4592262833333332,-0.081803,4.7336,1h_SI8,1h,SI8,3h_SI1,3h,SI1,4.815403
N900_RS17635,ask,0.6735434166666666,-0.77302,3.4215,6h_st,6h,st,3h_SI2,3h,SI2,4.19452
N900_RS17640,ectC,1.6218537166666671,-0.078765,4.1303,1h_SI8,1h,SI8,6h_SI1,6h,SI1,4.209065
N900_RS17645,ectB,0.7576948916666667,-1.3876,3.0141,6h_SI1,6h,SI1,3h_SI5,3h,SI5,4.4017
N900_RS17650,"L-2,4-diaminobutyric acid acetyltransferase",0.7623175500000001,-0.53422,4.391,6h_st,6h,st,3h_SI1,3h,SI1,4.92522
N900_RS17655,4a-hydroxytetrahydrobiopterin dehydratase,0.5276329499999999,-0.83213,3.726,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.55813
N900_RS17660,phhA,1.1503851666666665,-0.66631,4.0398,1h_SI4,1h,SI4,1h_SI1,1h,SI1,4.70611
N900_RS17665,acs_2,0.13063101166666674,-1.1944,3.6812,1h_st,1h,st,6h_SI4,6h,SI4,4.8756
N900_RS17670,LysR family transcriptional regulator_7,0.30127895,-1.4317,3.4564,3h_SI9,3h,SI9,3h_st,3h,st,4.8881
N900_RS17675,N900_RS17675,-0.4158403833333334,-3.3317,2.7904,24h_st,24h,st,3h_SI2,3h,SI2,6.1221
N900_RS17680,"methyltransferase, putative",0.5584226166666667,-0.85781,3.3543,1h_co,1h,co,12h_SI2,12h,SI2,4.21211
N900_RS17685,LysR family transcriptional regulator_10,0.7621853891666667,-0.61091,3.8667,1h_st,1h,st,3h_SI1,3h,SI1,4.477609999999999
N900_RS17690,cation diffusion facilitator family transporter,1.5427311000000001,-0.36098,4.9598,1h_SI6,1h,SI6,3h_SI3,3h,SI3,5.32078
N900_RS17695,drug/metabolite DMT transporter permease,0.954021885,-1.1723,4.6289,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.8012
N900_RS17700,maa,0.7351503833333333,-1.5109,3.6839,12h_SI2,12h,SI2,3h_SI2,3h,SI2,5.1948
N900_RS17705,HlyC/CorC family transporter_2,-0.20554770666666664,-1.5843,3.4504,6h_SI7,6h,SI7,6h_st,6h,st,5.0347
N900_RS17710,yhfA,0.700194125,-0.62308,3.7182,1h_st,1h,st,3h_SI5,3h,SI5,4.34128
N900_RS17715,luxG,-1.306354505,-3.8313,1.8028,6h_SI7,6h,SI7,1h_SI1,1h,SI1,5.6341
N900_RS17725,glyceraldehyde-3-phosphate dehydrogenase,0.24004623333333333,-1.5275,3.5723,12h_SI2,12h,SI2,3h_SI1,3h,SI1,5.0998
N900_RS17730,N900_RS17730,0.8011355935000001,-1.0411,4.1358,12h_SI2,12h,SI2,1h_st,1h,st,5.1769
N900_RS17735,lyse_3,0.14081270666666665,-1.612,3.2614,6h_SI2,6h,SI2,1h_SI1,1h,SI1,4.8734
N900_RS17740,yjeH,0.92849155,-0.41966,3.6,3h_st,3h,st,6h_SI4,6h,SI4,4.01966
N900_RS17745,N900_RS17745,1.3741408833333333,-1.0848,5.4835,1h_SI7,1h,SI7,12h_SI2,12h,SI2,6.568300000000001
N900_RS17750,retention module-containing protein,0.49378368333333333,-1.1553,3.6959,6h_SI1,6h,SI1,3h_SI4,3h,SI4,4.8512
N900_RS17755,yehT_2,0.35794543333333334,-1.2383,3.5378,6h_SI2,6h,SI2,12h_SI3,12h,SI3,4.7761
N900_RS17760,sensor histidine kinase_6,0.5569221499999999,-0.97553,2.8625,3h_SI3,3h,SI3,6h_SI3,6h,SI3,3.83803
N900_RS17765,N900_RS17765,0.8629468266666667,-0.53067,4.1785,6h_st,6h,st,3h_SI2,3h,SI2,4.709169999999999
N900_RS17770,outer membrane lipoprotein-sorting protein,0.5922057333333334,-0.46081,3.0373,3h_co,3h,co,1h_st,1h,st,3.49811
N900_RS17775,lolE_2,1.0645190333333334,-0.56493,3.4473,3h_st,3h,st,3h_SI5,3h,SI5,4.01223
N900_RS17780,lolD_3,1.3669511666666665,-0.38928,4.4167,3h_SI3,3h,SI3,3h_SI1,3h,SI1,4.80598
N900_RS17785,N900_RS17785,0.8527246999999999,-0.40066,3.4378,1h_st,1h,st,6h_SI1,6h,SI1,3.8384600000000004
N900_RS17790,N900_RS17790,1.4219452666666668,-0.12715,5.4594,1h_SI7,1h,SI7,3h_st,3h,st,5.58655
N900_RS17795,ydhF,0.38520606500000004,-1.1017,4.6654,6h_SI4,6h,SI4,3h_SI1,3h,SI1,5.7671
N900_RS17800,malS,1.09767355,-0.28286,3.6249,3h_SI4,3h,SI4,3h_SI1,3h,SI1,3.9077599999999997
N900_RS17815,long-chain fatty acid outer membrane transporter,-0.4012900166666667,-1.962,3.9317,24h_SI2,24h,SI2,1h_st,1h,st,5.8937
N900_RS17820,vola,0.8906992933333334,-0.68514,4.6668,12h_SI4,12h,SI4,3h_SI1,3h,SI1,5.35194
N900_RS17825,bdlA_2,1.4348054000000003,0.037057,4.7942,1h_SI2,1h,SI2,3h_SI1,3h,SI1,4.757143
N900_RS17830,hapA,0.6224483216666667,-0.88243,3.2309,12h_st,12h,st,6h_ce,6h,ce,4.11333
N900_RS17840,ompW,0.3254082,-1.0355,2.6567,6h_st,6h,st,12h_SI3,12h,SI3,3.6921999999999997
N900_RS17845,N900_RS17845,-0.533469925,-2.7048,3.6179,6h_ce,6h,ce,3h_SI3,3h,SI3,6.3227
N900_RS17850,pbpG,0.17313374833333334,-1.4575,2.7416,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.1991
N900_RS17855,norG,-0.6166551666666665,-2.2659,3.147,24h_co,24h,co,6h_SI2,6h,SI2,5.4129
N900_RS17860,cytochrome bd oxidase subunit I,0.41083646666666673,-0.97197,3.0272,6h_SI1,6h,SI1,12h_SI1,12h,SI1,3.9991700000000003
N900_RS17865,cydB_2,-0.02769535000000001,-1.9781,3.0917,6h_ce,6h,ce,1h_SI1,1h,SI1,5.0698
N900_RS17870,N900_RS17870,-1.5055861333333334,-4.3519,1.4846,12h_SI5,12h,SI5,1h_ce,1h,ce,5.836499999999999
N900_RS17875,dsdA,1.0261612333333334,-0.42687,4.2889,1h_st,1h,st,6h_st,6h,st,4.71577
N900_RS17880,dsdC,0.6709139283333333,-1.2727,4.065,12h_ce,12h,ce,3h_SI5,3h,SI5,5.3377
N900_RS17885,linear amide C-N hydrolase,1.1072185750000003,-0.43913,3.925,3h_st,3h,st,6h_st,6h,st,4.364129999999999
N900_RS17890,integrase,0.0007545166666666584,-1.5645,3.2641,24h_SI6,24h,SI6,3h_SI3,3h,SI3,4.8286
N900_RS17900,N900_RS17900,0.011968033333333345,-1.4617,3.3066,6h_SI3,6h,SI3,3h_SI1,3h,SI1,4.7683
N900_RS17905,N900_RS17905,-0.03120291666666668,-1.821,3.9765,12h_SI8,12h,SI8,3h_SI4,3h,SI4,5.7975
N900_RS17910,N900_RS17910,1.0309760833333332,-1.0913,3.6959,1h_SI6,1h,SI6,3h_SI1,3h,SI1,4.7872
N900_RS17915,N900_RS17915,0.8386454833333334,-0.36403,5.4963,6h_ce,6h,ce,3h_st,3h,st,5.860329999999999
