Gene,PCA_MSE,CP_MSE,VAE_MSE,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS16895,0.6095816126896344,0.6280512387375498,0.5478552592118053,L-serine ammonia-lyase,0.47370339999999994,-1.0394,3.4005,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.4399
N900_RS16900,0.28577570007393377,0.2750184765961909,0.2760431215989186,sglT,1.1976677166666667,-0.33342,5.1654,1h_SI4,1h,SI4,6h_SI1,6h,SI1,5.49882
N900_RS16905,0.35730953301996937,0.4499812397938835,0.2713327109561867,yjhB,0.36280053333333334,-1.3162,4.9664,24h_ce,24h,ce,3h_st,3h,st,6.2826
N900_RS16915,0.7821229286549761,0.8564594301519584,0.7213874175980013,N900_RS16915,0.09244401666666667,-1.7849,2.8359,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.6208
N900_RS16925,0.6233376264797987,0.649221717727841,0.5686125400944843,vraR,1.3537463500000004,-0.88984,4.7591,12h_SI8,12h,SI8,3h_SI2,3h,SI2,5.64894
N900_RS16930,0.3952039406662055,0.39496632718726027,0.46754809177301826,narQ,1.5310223133333334,-0.69866,6.2865,1h_SI8,1h,SI8,12h_SI1,12h,SI1,6.9851600000000005
N900_RS16935,0.7001635053595062,0.5329814897979552,0.5857845731587807,napF,-0.027393087333333337,-1.6836,5.0861,24h_st,24h,st,6h_st,6h,st,6.7697
N900_RS16940,0.702935871515021,0.5562283253826853,0.6835310365761379,mycothiol reductase,0.7413755,-0.79871,4.1751,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.973809999999999
N900_RS16945,0.38542047145261865,0.3831270195845875,0.3359540183187282,napA,1.442234565,-0.0011471,4.6641,3h_SI4,3h,SI4,1h_st,1h,st,4.6652471
N900_RS16950,0.6645094212984122,0.7534403818841738,0.6352265685509685,nitrate reductase cytochrome c-type subunit,-0.6916463233333334,-3.2206,2.5105,3h_SI7,3h,SI7,1h_ce,1h,ce,5.7311
N900_RS16960,0.8608590015029581,0.8340618601829245,0.8382278324033791,N900_RS16960,-0.4783887333333333,-2.6155,3.4112,12h_SI6,12h,SI6,12h_SI1,12h,SI1,6.0267
N900_RS16965,0.43614564489079144,0.40384759516166774,0.3977782309201066,VC_A0681_BLAST,0.6569156833333333,-0.92262,3.1571,6h_st,6h,st,3h_SI1,3h,SI1,4.07972
N900_RS16970,0.39478443496765686,0.37150786394490337,0.4224073034398708,uhpA,0.33793890000000004,-1.2807,4.6478,6h_SI7,6h,SI7,3h_st,3h,st,5.9285
N900_RS16975,0.7062922850769399,0.6773361745441961,0.6632397054475355,uhpB,1.428461016666667,-0.27163,5.0125,6h_SI4,6h,SI4,6h_SI1,6h,SI1,5.28413
N900_RS16980,0.2775428582001855,0.2748126538811683,0.27588599491210086,uhpT,0.9171101400000001,-0.67358,3.9435,3h_st,3h,st,6h_SI4,6h,SI4,4.61708
N900_RS16985,0.6974459105190511,0.7878928706196161,0.4826317190122086,HI_0131_BLAST,0.08490835000000001,-1.3763,3.2174,3h_SI1,3h,SI1,1h_ce,1h,ce,4.5937
N900_RS16990,0.4926902440673368,0.5303253656804242,0.5032825484117747,fbpB,1.1150698999999997,-0.26583,4.2786,3h_SI1,3h,SI1,6h_SI3,6h,SI3,4.54443
N900_RS16995,0.5142798174144362,0.5160703068643218,0.4754127789644335,fbpc,0.7874967783333333,-0.71548,3.3391,3h_st,3h,st,6h_ce,6h,ce,4.0545800000000005
N900_RS17000,0.4055357320181812,0.38448325343331713,0.4009418948825665,phaC,0.7301350666666667,-0.6329,3.0825,1h_st,1h,st,3h_SI2,3h,SI2,3.7154
N900_RS17005,0.906365643682842,0.8417038629107167,0.9111892462226638,N900_RS17005,-0.2128434833333333,-1.9184,3.7991,12h_ce,12h,ce,3h_SI2,3h,SI2,5.7175
N900_RS17010,0.39054736289655384,0.38751196142375627,0.3829162117418916,phaA,0.9555229716666667,-0.30916,4.1748,6h_SI9,6h,SI9,1h_SI1,1h,SI1,4.483960000000001
N900_RS17015,0.7540346745621007,0.6240171034731551,0.7600473785220914,fabG_2,1.4564766366666668,-0.99982,4.9421,1h_SI2,1h,SI2,6h_SI3,6h,SI3,5.94192
N900_RS17020,0.5214981422427706,0.6321234107520579,0.36527585809050234,secF_2,0.4510270333333334,-1.3879,5.2361,6h_ce,6h,ce,12h_SI1,12h,SI1,6.6240000000000006
N900_RS17025,0.3964718752522243,0.40562031525388975,0.3984785300752295,secD_2,0.38863711666666667,-1.1773,3.8037,12h_st,12h,st,3h_SI3,3h,SI3,4.981
N900_RS17030,1.0141355097749822,0.719441685777846,0.9969639877919235,N900_RS17030,0.007091439999999995,-1.8932,3.5699,12h_SI3,12h,SI3,24h_st,24h,st,5.4631
N900_RS17035,0.4301478456888411,0.4865254662818871,0.4743004944197237,N900_RS17035,0.8191599833333333,-0.80078,3.4977,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.29848
N900_RS17040,0.34341676758102296,0.232625396912436,0.3554585029688505,diguanylate cyclase_5,1.2453789833333333,-0.3071,5.1603,1h_SI6,1h,SI6,3h_SI3,3h,SI3,5.4674000000000005
N900_RS17045,0.33844709981422716,0.34264128199886096,0.28189243251560897,glgC_2,0.9113801733333333,-0.85677,4.0223,6h_st,6h,st,12h_st,12h,st,4.8790700000000005
N900_RS17050,0.3906288572367159,0.3195338494442537,0.3359278744556094,endo I_2,0.7258463333333333,-0.69464,3.6224,12h_st,12h,st,3h_st,3h,st,4.3170399999999995
N900_RS17055,0.3161198462373049,0.3522623720096496,0.3421819958451889,yqhD,1.3934193333333331,-0.12136,5.1667,1h_SI7,1h,SI7,6h_ce,6h,ce,5.28806
N900_RS17060,0.7009559709190558,0.736097315012567,0.7373261265143346,lysoplasmalogenase_2,-0.4242432066666667,-2.0285,2.2069,6h_ce,6h,ce,24h_SI3,24h,SI3,4.2354
N900_RS17065,0.5495201565355355,0.6235914151277188,0.45111533189674424,sigma-54-dependent Fis family transcriptional regulator,0.15059276666666666,-1.2004,2.7267,12h_st,12h,st,3h_SI1,3h,SI1,3.9271000000000003
N900_RS17070,0.48793180954500553,0.38589462485976683,0.4535501184387312,sasA_10,0.849038285,-0.66803,3.9104,6h_SI4,6h,SI4,3h_SI4,3h,SI4,4.57843
N900_RS17075,0.5710062323492958,0.4405745536830296,0.568452504790282,ABC transporter substrate-binding protein_11,0.053395615000000014,-1.7783,2.5907,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.369
N900_RS17080,0.1512134450698629,0.20829831555636627,0.15795982431349045,uhpC_2,0.7357802000000001,-1.1174,3.8125,6h_ce,6h,ce,3h_st,3h,st,4.9299
N900_RS17085,0.3120213743424355,0.33756544890233386,0.2367020490053755,pykA_2,0.9199283349999999,-0.3013,4.3186,3h_co,3h,co,6h_st,6h,st,4.6199
N900_RS17090,0.5746486964689181,0.5491079991191239,0.5994636673980617,torS,0.18125172333333334,-1.4573,2.6676,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.1249
N900_RS17095,0.4556376748367788,0.47164398629833315,0.4329942553553531,torT,0.9537390833333333,-0.15005,4.4348,3h_SI9,3h,SI9,6h_SI1,6h,SI1,4.58485
N900_RS17100,0.32928839815155164,0.3032350858762843,0.259637812571609,mgsA,0.7573752716666668,-0.9919,3.4278,3h_SI9,3h,SI9,6h_st,6h,st,4.4197
N900_RS17105,0.36337938858157115,0.36494714872232953,0.3557092337153456,pncA,0.0048669499999999906,-2.0468,2.9062,3h_SI8,3h,SI8,6h_SI1,6h,SI1,4.953
N900_RS17110,0.5424429428332453,0.5484472836088644,0.49815247667384244,dgkA,0.05298613333333333,-1.2894,3.6196,6h_st,6h,st,3h_SI5,3h,SI5,4.909000000000001
N900_RS17115,0.5412716639252658,0.4889526799893124,0.5040618367639688,cytochrome b_2,1.335402983333333,-0.50459,4.2721,12h_SI2,12h,SI2,3h_SI2,3h,SI2,4.77669
N900_RS17120,0.3600015786522722,0.27280794615180637,0.29427216323093286,cytochrome b_1,0.8508257406666666,-0.44336,4.2295,3h_SI4,3h,SI4,3h_st,3h,st,4.67286
N900_RS17125,0.28523105880317917,0.257348897392541,0.24382705277574995,helD,1.08539545,-1.8971,4.327,1h_SI7,1h,SI7,24h_st,24h,st,6.2241
N900_RS17130,0.6778058245912583,0.8201726542303881,0.7413875853483991,yccS,0.07926474999999995,-1.669,4.4391,12h_SI3,12h,SI3,6h_ce,6h,ce,6.1081
N900_RS17135,0.6790076513750978,0.7052977418832065,0.6347000077608704,zraS,0.36174102499999994,-0.77758,3.2494,6h_st,6h,st,12h_SI2,12h,SI2,4.02698
N900_RS17140,0.6255299114244904,0.6556722408806224,0.6490805499840745,guanylate cyclase,-0.3868595,-1.5386,2.2391,24h_co,24h,co,6h_SI3,6h,SI3,3.7777000000000003
N900_RS17145,0.43653049494465407,0.40332653602635143,0.5332815097041361,N900_RS17145,0.7030250333333334,-2.609,4.1445,1h_SI3,1h,SI3,24h_SI1,24h,SI1,6.7535
N900_RS17150,0.8226896443774161,0.875406075841119,0.7579504498636372,N900_RS17150,-0.7846704,-2.6707,2.5988,12h_SI4,12h,SI4,1h_SI1,1h,SI1,5.269500000000001
N900_RS17155,0.34971368860548335,0.3480448043862448,0.4246858358211622,hydroxymethylglutaryl-CoA reductase,1.2817511833333335,-0.33346,4.9465,1h_SI8,1h,SI8,3h_SI4,3h,SI4,5.27996
N900_RS17160,0.3938334047462183,0.506018062837118,0.3861090708299551,modC,0.29395718,-1.5682,3.5798,3h_SI9,3h,SI9,3h_SI2,3h,SI2,5.148
N900_RS17165,0.435669697588337,0.45232630619733805,0.39699539147198304,modB,0.4785044333333335,-0.83515,3.6116,24h_SI9,24h,SI9,3h_SI1,3h,SI1,4.44675
N900_RS17170,0.44307767704811757,0.47228135768958046,0.47418801550753936,modA,1.083801783333333,-0.47467,4.7104,12h_SI6,12h,SI6,3h_SI1,3h,SI1,5.18507
N900_RS17175,0.544650533585505,0.5812105038223293,0.4990074889332157,cobQ,0.9838760250000002,-1.1049,4.5436,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.648499999999999
N900_RS17180,0.35755905771597596,0.4132819535310222,0.33076905402481493,DNA recombination protein RecF,0.40117316666666664,-1.2621,2.8585,3h_SI9,3h,SI9,3h_SI2,3h,SI2,4.1206
N900_RS17185,0.6675246547539161,0.7502859418944554,0.5995220296481365,N900_RS17185,0.5620081033333334,-1.7638,4.0633,3h_SI9,3h,SI9,1h_ce,1h,ce,5.8271
N900_RS17190,0.5846121043520057,0.7019763684307605,0.5746729023124708,N900_RS17190,0.3306763333333333,-2.9532,5.0123,3h_SI9,3h,SI9,3h_SI3,3h,SI3,7.9655
N900_RS17195,0.9009006006723285,0.746024686667279,0.8605950470189107,N900_RS17195,1.0411199666666664,-0.055506,4.76,1h_SI8,1h,SI8,3h_SI4,3h,SI4,4.815506
N900_RS17200,0.33657212419789534,0.3328897412042707,0.29416879711804705,NirD/YgiW/YdeI family stress tolerance protein,1.1170059,-0.37917,3.2817,12h_st,12h,st,3h_SI1,3h,SI1,3.66087
N900_RS17205,0.9734380336274512,0.852064800773134,1.0435467912315641,N900_RS17205,0.8893727666666664,-2.313,6.1177,12h_SI8,12h,SI8,3h_SI1,3h,SI1,8.4307
N900_RS17210,0.26992845926327297,0.30083570024932194,0.30082930612034353,N900_RS17210,1.2762096333333335,-0.15081,4.5136,1h_ce,1h,ce,6h_SI2,6h,SI2,4.66441
N900_RS17215,0.8084138023402853,0.8718607299375568,0.7731015460749897,flagellar brake protein,-0.21507065,-2.5255,4.5015,12h_SI4,12h,SI4,1h_ce,1h,ce,7.027
N900_RS17220,0.5131301443571961,0.5632334053688103,0.5207170497363746,luxQ,1.182231666666667,-0.56745,4.5966,24h_SI9,24h,SI9,12h_SI2,12h,SI2,5.16405
N900_RS17225,0.3031793303224666,0.3221693639879477,0.3398808570339246,luxp,0.7303537966666667,-1.1726,3.9362,1h_SI5,1h,SI5,6h_ce,6h,ce,5.1088000000000005
N900_RS17230,0.28197662028849063,0.2890843816207366,0.2657353563972916,traf,0.7390442776666668,-0.69807,2.8957,1h_st,1h,st,3h_SI4,3h,SI4,3.59377
N900_RS17235,0.49906947544198277,0.42244238303934595,0.46852926862911914,VC_A0740_BLAST,1.0040837166666667,-0.51741,4.1299,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.64731
N900_RS17240,0.8062615457407156,0.8049536748924055,0.7663231468905308,N900_RS17240,-0.77394005,-2.5171,3.0223,12h_SI4,12h,SI4,6h_SI2,6h,SI2,5.5394000000000005
N900_RS17245,0.6022020869681626,0.5110755580023095,0.606048610081986,tmaR_BLAST,0.7025685183333331,-0.8223,3.5791,1h_ce,1h,ce,6h_SI1,6h,SI1,4.4014
N900_RS17250,0.33091307529152314,0.3135491785995577,0.3379092886180211,N900_RS17250,1.2560773666666667,-0.47987,4.4691,3h_co,3h,co,3h_SI5,3h,SI5,4.94897
N900_RS17255,0.7322684732631618,0.7166741364114358,0.755132777903322,membrane protein_8,0.052410633333333324,-1.5,2.9245,3h_SI5,3h,SI5,1h_st,1h,st,4.4245
N900_RS17260,0.21461055659580994,0.22383936331183457,0.22841677617453815,glpK,0.6003520166666666,-1.1748,4.5069,12h_SI7,12h,SI7,3h_st,3h,st,5.6817
N900_RS17265,0.5311145398065616,0.5437801287385073,0.48637331777567977,glpF,0.6165837333333333,-2.6402,5.4468,12h_SI8,12h,SI8,12h_SI1,12h,SI1,8.087
N900_RS17275,0.6715143771961269,0.7445618593989348,0.6049474709474798,glpA,-0.3773540166666666,-2.0955,2.7264,1h_SI1,1h,SI1,3h_SI1,3h,SI1,4.821899999999999
N900_RS17280,0.5151277792075074,0.5638055896785661,0.49665690716878763,glpB,0.11840099999999999,-1.1294,3.446,24h_SI9,24h,SI9,3h_SI3,3h,SI3,4.5754
N900_RS17285,0.7386970361186355,0.6535780772701324,0.7421722839211943,glpC,-0.6903858499999999,-2.0003,2.173,6h_st,6h,st,3h_SI2,3h,SI2,4.1733
N900_RS17290,0.31265091301518605,0.2915770819639325,0.289828051987284,fabH2,0.7739016166666669,-0.77547,4.1364,3h_co,3h,co,1h_SI1,1h,SI1,4.91187
N900_RS17295,0.35288238635204,0.32562542993016536,0.3839075948124434,trxC,1.2598175171666666,-0.99765,5.2795,1h_co,1h,co,1h_st,1h,st,6.27715
N900_RS17300,0.5128007627474859,0.5204497576141635,0.45701677574457183,ycaD,1.206657616666667,-0.51427,4.1052,12h_st,12h,st,6h_SI4,6h,SI4,4.61947
N900_RS17305,0.9653895829917608,0.8659226018297983,1.0297488617626116,lipase,0.5709671833333335,-0.98955,3.6409,6h_co,6h,co,6h_st,6h,st,4.63045
N900_RS17320,0.41910597165794494,0.2816136885898916,0.3831545963339947,N900_RS17320,0.3061075650000001,-0.98749,3.5751,6h_st,6h,st,3h_st,3h,st,4.56259
N900_RS17325,0.5551725747723075,0.4817979031734726,0.5686526380437528,lysr_5,1.30877688,-0.1414,5.1719,1h_SI5,1h,SI5,3h_SI3,3h,SI3,5.3133
N900_RS17330,0.649046335635883,0.5396383067802325,0.6332925358890169,artM,0.3925796,-1.2675,3.824,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.0915
N900_RS17335,0.1580068417290346,0.17590885138502768,0.18641281881188157,artQ,1.0318918499999998,-0.92565,3.8465,1h_co,1h,co,3h_SI4,3h,SI4,4.77215
N900_RS17340,0.5747119177675085,0.39576689663610526,0.5476002805022087,artI_1,-0.046667466666666664,-1.9376,3.2309,24h_st,24h,st,3h_SI7,3h,SI7,5.1685
N900_RS17345,0.6389100729109471,0.7441081557204344,0.5854535217673392,artP,0.36941128333333334,-1.241,3.3108,6h_SI2,6h,SI2,3h_SI8,3h,SI8,4.5518
N900_RS17355,0.2653473640939967,0.2760772302942024,0.3212080632586553,viaA,1.4686574166666666,-0.95074,4.6164,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.567139999999999
N900_RS17360,0.45210134301459975,0.4389401839097349,0.4986274364928605,ravA,1.2431717499999997,-0.23129,4.2184,6h_st,6h,st,3h_SI5,3h,SI5,4.44969
N900_RS17365,0.8780367278374291,0.8145886020367384,0.8295982819405309,NUDIX hydrolase_2,0.6811701166666667,-0.78218,4.8826,6h_SI5,6h,SI5,6h_SI2,6h,SI2,5.66478
N900_RS17370,0.5634882024451542,0.5945229358450258,0.6029486390114719,ltaE,-0.055477656666666646,-1.4579,2.8178,6h_st,6h,st,3h_SI2,3h,SI2,4.2757000000000005
N900_RS17375,0.3528396374062473,0.37372174001531777,0.35526059297022883,cytochrome c_3,0.2012271,-1.1163,2.4199,12h_st,12h,st,3h_SI3,3h,SI3,3.5362
N900_RS17380,0.5252782586185684,0.49389320569049183,0.45169890421203474,ttgR,1.4613392499999998,-0.59587,4.4839,3h_SI3,3h,SI3,6h_SI1,6h,SI1,5.07977
N900_RS17385,0.5381228827396931,0.5648342143984751,0.5786388483348059,rhlE_4,0.18723543333333337,-1.2224,3.6755,6h_SI2,6h,SI2,12h_SI1,12h,SI1,4.8979
N900_RS17390,0.7656195786279607,0.7647062342533765,0.6034260750584798,acpH,0.8077470708333334,-1.426,4.4622,1h_ce,1h,ce,1h_SI1,1h,SI1,5.8882
N900_RS17400,0.681403513087932,0.6801710563439624,0.6298187737645082,tyrP,1.1570838300000001,-0.52762,3.5995,1h_SI2,1h,SI2,3h_SI5,3h,SI5,4.12712
N900_RS17405,0.8231013751717936,0.6455495125343877,0.7518702470951953,pctC_3,-0.032300850000000006,-1.2325,4.2403,12h_SI8,12h,SI8,6h_SI2,6h,SI2,5.4728
N900_RS17410,0.6237595280326788,0.8079628442315965,0.5439707226794626,galE,-0.7105207866666666,-4.5677,4.4086,12h_SI8,12h,SI8,1h_st,1h,st,8.9763
N900_RS17415,0.7588771344234211,0.7189074342292971,0.7386893315964417,N900_RS17415,0.20791063333333334,-1.3735,3.7645,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.138
N900_RS17420,0.8783027116574775,0.725109062969104,0.9378616910902391,pxpA3,0.004307596833333332,7.921e-05,0.097573,6h_SI5,6h,SI5,12h_st,12h,st,0.09749379
N900_RS17425,0.43744612084548873,0.46569338201034627,0.4297125037839106,pxpB,0.6027269683333334,-1.0463,5.068,6h_SI4,6h,SI4,6h_SI2,6h,SI2,6.1143
N900_RS17430,0.38651180678766384,0.30782530548477666,0.3555591889375687,pxpC,0.4106913500000001,-0.91513,3.4087,6h_SI6,6h,SI6,12h_st,12h,st,4.32383
N900_RS17435,0.2654321881071686,0.2034362792380494,0.19337921121636956,FAD-dependent oxidoreductase_2,1.2542238333333335,-0.080534,3.8774,3h_co,3h,co,3h_SI2,3h,SI2,3.9579340000000003
N900_RS17440,0.40418346064093463,0.37570810147647493,0.3961461414540784,ugd,1.2105370000000002,-0.26174,4.7864,6h_st,6h,st,3h_SI6,3h,SI6,5.04814
N900_RS17445,0.37612702064795195,0.24446661713445145,0.27429798673844796,ABC transporter permease_7,0.6328677866666665,-0.72178,3.5048,6h_st,6h,st,3h_st,3h,st,4.22658
N900_RS17450,0.3184095366548922,0.35103371221058804,0.2624562522308482,lolD_2,0.6380340696666668,-1.0085,4.294,1h_st,1h,st,3h_SI2,3h,SI2,5.302499999999999
N900_RS17455,0.6931287627430683,0.6749745458285773,0.7216427470932686,tesA,0.7459913016666666,-1.1253,4.4167,3h_SI7,3h,SI7,3h_SI2,3h,SI2,5.542
N900_RS17460,0.3865973101704309,0.36472104000135713,0.3893652921989908,fabV_2,0.691949085,-0.67547,3.5099,3h_SI4,3h,SI4,12h_SI1,12h,SI1,4.18537
N900_RS17465,0.6216736973540454,0.5026769979193774,0.6722495415324273,sensor domain-containing phosphodiesterase,0.5769836766666666,-1.372,3.7345,6h_SI3,6h,SI3,12h_st,12h,st,5.1065000000000005
N900_RS17480,0.9891360203083418,0.9565886940725908,0.8398524443246751,dnaj,0.16117439000000008,-2.0454,3.834,1h_SI2,1h,SI2,3h_SI2,3h,SI2,5.8794
N900_RS17485,0.5789538269919964,0.5723679056835828,0.44213101413248274,yjdF,1.0515363500000001,-0.65726,4.6891,6h_SI3,6h,SI3,6h_st,6h,st,5.34636
N900_RS17490,0.2603636303209989,0.2724166268363858,0.27382299839665514,N900_RS17490,1.3283790166666667,-0.35622,4.4181,12h_st,12h,st,3h_SI3,3h,SI3,4.7743199999999995
N900_RS17505,0.6222377770151986,0.5295139033874644,0.7183801887248475,Rha family transcriptional regulator,1.4790825833333332,-0.3036,4.9395,3h_SI5,3h,SI5,6h_SI2,6h,SI2,5.2431
N900_RS17510,0.718786844521145,0.7553698094942963,0.6603967899956784,N900_RS17510,0.5240943333333333,-2.0492,4.2201,1h_SI2,1h,SI2,3h_SI2,3h,SI2,6.2693
N900_RS17515,0.20174906543380586,0.2238413528663413,0.2787654561355623,"resolvase, putative",1.0423008999999999,-0.41253,4.9603,6h_SI7,6h,SI7,3h_SI2,3h,SI2,5.37283
N900_RS17520,1.1292068857161872,0.9429273939254713,1.1708807990379453,transcription initiation factor TFIIIB,0.23671706666666667,-2.1166,3.1143,3h_SI7,3h,SI7,3h_SI8,3h,SI8,5.2309
N900_RS17525,0.5042570534987892,0.5472387320976018,0.4698040046935769,yieH,0.9582375816666666,-0.90131,4.0662,1h_SI7,1h,SI7,3h_SI4,3h,SI4,4.96751
N900_RS17530,0.6231439592738287,0.6679078560093922,0.6283211314780109,N900_RS17530,0.7696543350000001,-0.60461,3.6619,3h_SI1,3h,SI1,6h_SI3,6h,SI3,4.26651
N900_RS17535,0.5735428378543296,0.5101304990944514,0.5422409447315322,creA,1.0667885000000001,-0.60431,4.2276,1h_co,1h,co,12h_SI3,12h,SI3,4.83191
N900_RS17540,0.665294706280465,0.5571667685424623,0.6176417982201372,gsk_2,1.33893285,-0.45943,5.9925,6h_ce,6h,ce,6h_st,6h,st,6.45193
N900_RS17545,0.2680378249104401,0.23669321297245274,0.2500862514649776,mdoB,1.4922828733333333,-0.056656,4.2972,6h_st,6h,st,3h_SI5,3h,SI5,4.353856
N900_RS17550,0.6002863806152096,0.5804152532400543,0.4732570898367554,vesA,1.496616616666667,-1.1355,4.5367,6h_SI3,6h,SI3,12h_SI1,12h,SI1,5.6722
N900_RS17555,0.7418658601652643,0.6120899526126792,0.6441673205691101,DEAD/DEAH box family ATP-dependent RNA helicase,1.063649216666667,-2.4282,6.1077,1h_SI5,1h,SI5,3h_SI3,3h,SI3,8.5359
N900_RS17560,0.8864332292103257,0.849575698814927,0.8591669124660908,rnb,-0.2808966833333333,-1.9472,3.3967,1h_SI1,1h,SI1,3h_SI4,3h,SI4,5.3439
N900_RS17565,0.9648759882125791,0.8156203294471472,1.0106414375408026,N900_RS17565,0.759357,-1.7469,5.3842,6h_ce,6h,ce,1h_st,1h,st,7.1311
N900_RS17570,0.43316102180553534,0.35526338283177966,0.38170748693442214,pstS_2,1.1868148250000001,-0.63667,4.5699,1h_SI7,1h,SI7,3h_SI1,3h,SI1,5.206569999999999
N900_RS17575,0.501236759020911,0.6011975364224432,0.5053025265454295,MaoC family dehydratase,0.5215651666666667,-2.7246,2.8798,6h_SI5,6h,SI5,12h_SI2,12h,SI2,5.6044
N900_RS17580,0.2520002362552213,0.2950862277046841,0.2895664506413521,phrB_1,0.9998710000000001,-0.26857,4.1433,1h_SI5,1h,SI5,3h_SI1,3h,SI1,4.41187
N900_RS17585,0.6042735333578463,0.6088330748044348,0.602104063267316,gbpA,1.4135446666666667,-0.76527,4.8885,6h_SI6,6h,SI6,3h_SI4,3h,SI4,5.65377
N900_RS17590,0.3041143905277164,0.2928798567465751,0.3464385708033809,peptidase_4,1.3174229849999997,-0.13686,4.6615,1h_SI8,1h,SI8,1h_SI1,1h,SI1,4.798360000000001
N900_RS17595,0.7268695976669562,0.7086666178304892,0.6649745076880386,Bacterial leucyl aminopeptidase_BLAST,0.49667377833333326,-1.0556,4.4349,6h_SI3,6h,SI3,3h_SI2,3h,SI2,5.4905
N900_RS17600,0.670863235457553,0.7433285901301868,0.6401901733326691,speB,0.4268282466666667,-0.97639,3.9475,6h_SI2,6h,SI2,6h_SI1,6h,SI1,4.92389
N900_RS17605,0.4449570907755378,0.37304335442902087,0.4243188427146479,speA,-0.34985630984999994,-2.0291,3.8426,24h_st,24h,st,3h_SI3,3h,SI3,5.871700000000001
N900_RS17610,0.3720176611545097,0.294084463237841,0.34907128447135705,mechanosensitive ion channel protein,0.4576205666666667,-0.7909,3.4929,24h_SI8,24h,SI8,3h_SI4,3h,SI4,4.2838
N900_RS17615,0.6729584771573003,0.6863447385769312,0.6883364570796912,mgtE_3,-0.5498134666666668,-3.4771,3.567,6h_co,6h,co,3h_SI1,3h,SI1,7.0441
N900_RS17620,0.2687594083241402,0.2993617681572331,0.28060584192636,groS_2,0.9049580516666667,-0.47564,4.331,6h_st,6h,st,6h_ce,6h,ce,4.806640000000001
N900_RS17625,0.335862504026734,0.33329694061131576,0.3866884879958527,groL_2,1.4953056316666666,-0.10164,4.8186,1h_SI6,1h,SI6,6h_ce,6h,ce,4.92024
N900_RS17630,0.35882139211426817,0.37535551013780627,0.3149639022635081,N900_RS17630,1.4592262833333332,-0.081803,4.7336,1h_SI8,1h,SI8,3h_SI1,3h,SI1,4.815403
N900_RS17635,0.5076873129191618,0.4686694439562307,0.4722323537915472,ask,0.6735434166666666,-0.77302,3.4215,6h_st,6h,st,3h_SI2,3h,SI2,4.19452
N900_RS17640,0.15863734773827773,0.1498360959600315,0.1693083715606021,ectC,1.6218537166666671,-0.078765,4.1303,1h_SI8,1h,SI8,6h_SI1,6h,SI1,4.209065
N900_RS17645,0.36568123412662523,0.33022764551469524,0.3128825376257377,ectB,0.7576948916666667,-1.3876,3.0141,6h_SI1,6h,SI1,3h_SI5,3h,SI5,4.4017
N900_RS17650,0.3347296111842549,0.2837322514301285,0.3202328734229546,"L-2,4-diaminobutyric acid acetyltransferase",0.7623175500000001,-0.53422,4.391,6h_st,6h,st,3h_SI1,3h,SI1,4.92522
N900_RS17655,0.4659063929129433,0.5282207866398522,0.4124754754495015,4a-hydroxytetrahydrobiopterin dehydratase,0.5276329499999999,-0.83213,3.726,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.55813
N900_RS17660,0.2809648001131363,0.2974223373728021,0.2862502098434888,phhA,1.1503851666666665,-0.66631,4.0398,1h_SI4,1h,SI4,1h_SI1,1h,SI1,4.70611
N900_RS17665,0.3474594181490635,0.31336793701274895,0.3082388951107806,acs_2,0.13063101166666674,-1.1944,3.6812,1h_st,1h,st,6h_SI4,6h,SI4,4.8756
N900_RS17670,0.6876076232674818,0.6259746002107949,0.6227850992399869,LysR family transcriptional regulator_7,0.30127895,-1.4317,3.4564,3h_SI9,3h,SI9,3h_st,3h,st,4.8881
N900_RS17675,0.5643223092269554,0.5832170629154472,0.5967448332528758,N900_RS17675,-0.4158403833333334,-3.3317,2.7904,24h_st,24h,st,3h_SI2,3h,SI2,6.1221
N900_RS17680,0.7964659708593443,0.8039983881266805,0.8130238396371404,"methyltransferase, putative",0.5584226166666667,-0.85781,3.3543,1h_co,1h,co,12h_SI2,12h,SI2,4.21211
N900_RS17685,0.4083515153879984,0.41626066802722195,0.40175633905223485,LysR family transcriptional regulator_10,0.7621853891666667,-0.61091,3.8667,1h_st,1h,st,3h_SI1,3h,SI1,4.477609999999999
N900_RS17690,0.2523840949259983,0.25859436465032554,0.2805710021727469,cation diffusion facilitator family transporter,1.5427311000000001,-0.36098,4.9598,1h_SI6,1h,SI6,3h_SI3,3h,SI3,5.32078
